factor,warning_date,primary_classification,appendix_classification,reference_collapse_start,appendix_lead_time_days,inside_active_collapse,within_primary_horizon,within_extended_horizon
CMA,2007-08-10,false_positive,too_early_to_attribute,2014-03-13,1658.0,False,False,False
CMA,2009-10-23,false_positive,too_early_to_attribute,2014-03-13,1102.0,False,False,False
CMA,2010-12-23,false_positive,too_early_to_attribute,2014-03-13,808.0,False,False,False
CMA,2012-01-27,false_positive,too_early_to_attribute,2014-03-13,533.0,False,False,False
CMA,2013-10-08,true_positive,true_positive,2014-03-13,107.0,False,True,True
CMA,2014-06-20,false_positive,extended_early_warning,2015-04-23,211.0,False,False,True
CMA,2015-07-17,false_positive,post_collapse_warning,2015-07-10,0.0,True,False,False
CMA,2016-11-30,false_positive,too_early_to_attribute,2023-12-27,1779.0,False,False,False
CMA,2019-05-15,false_positive,too_early_to_attribute,2023-12-27,1163.0,False,False,False
CMA,2019-06-03,false_positive,too_early_to_attribute,2023-12-27,1151.0,False,False,False
CMA,2019-07-30,false_positive,too_early_to_attribute,2023-12-27,1111.0,False,False,False
CMA,2019-08-12,false_positive,too_early_to_attribute,2023-12-27,1102.0,False,False,False
CMA,2020-03-19,false_positive,too_early_to_attribute,2023-12-27,950.0,False,False,False
CMA,2021-01-27,false_positive,too_early_to_attribute,2023-12-27,734.0,False,False,False
CMA,2022-11-10,false_positive,too_early_to_attribute,2023-12-27,282.0,False,False,False
CMA,2023-09-28,true_positive,true_positive,2023-12-27,62.0,False,True,True
CMA,2024-02-02,false_positive,terminal_false_positive,,,False,False,False
CMA,2025-03-20,false_positive,terminal_false_positive,,,False,False,False
CMA,2025-04-09,false_positive,terminal_false_positive,,,False,False,False
CMA,2025-04-25,false_positive,terminal_false_positive,,,False,False,False
CMA,2025-07-01,false_positive,terminal_false_positive,,,False,False,False
CMA,2026-02-04,false_positive,terminal_false_positive,,,False,False,False
HML,1965-02-10,false_positive,too_early_to_attribute,1969-12-10,1189.0,False,False,False
HML,1965-02-23,false_positive,too_early_to_attribute,1969-12-10,1181.0,False,False,False
HML,1965-04-06,false_positive,too_early_to_attribute,1969-12-10,1151.0,False,False,False
HML,1965-07-28,false_positive,too_early_to_attribute,1969-12-10,1073.0,False,False,False
HML,1966-08-30,false_positive,too_early_to_attribute,1969-12-10,797.0,False,False,False
HML,1968-01-02,false_positive,too_early_to_attribute,1969-12-10,461.0,False,False,False
HML,1968-07-22,false_positive,too_early_to_attribute,1969-12-10,329.0,False,False,False
HML,1968-10-28,false_positive,too_early_to_attribute,1969-12-10,273.0,False,False,False
HML,1970-04-29,false_positive,too_early_to_attribute,1972-01-06,429.0,False,False,False
HML,1970-08-18,false_positive,too_early_to_attribute,1972-01-06,351.0,False,False,False
HML,1971-08-02,true_positive,true_positive,1972-01-06,110.0,False,True,True
HML,1971-10-29,false_positive,duplicate_in_horizon,1972-01-06,47.0,False,True,True
HML,1973-11-21,false_positive,too_early_to_attribute,1978-05-11,1128.0,False,False,False
HML,1974-03-25,false_positive,too_early_to_attribute,1978-05-11,1044.0,False,False,False
HML,1974-06-26,false_positive,too_early_to_attribute,1978-05-11,979.0,False,False,False
HML,1974-10-09,false_positive,too_early_to_attribute,1978-05-11,906.0,False,False,False
HML,1975-01-30,false_positive,too_early_to_attribute,1978-05-11,828.0,False,False,False
HML,1975-07-31,false_positive,too_early_to_attribute,1978-05-11,702.0,False,False,False
HML,1976-01-02,false_positive,too_early_to_attribute,1978-05-11,595.0,False,False,False
HML,1978-04-18,true_positive,true_positive,1978-05-11,17.0,False,True,True
HML,1978-08-15,false_positive,too_early_to_attribute,1980-07-09,480.0,False,False,False
HML,1978-10-30,false_positive,too_early_to_attribute,1980-07-09,427.0,False,False,False
HML,1980-01-02,false_positive,extended_early_warning,1980-07-09,131.0,False,False,True
HML,1980-01-25,true_positive,true_positive,1980-07-09,114.0,False,True,True
HML,1980-03-28,false_positive,duplicate_in_horizon,1980-07-09,70.0,False,True,True
HML,1980-06-24,false_positive,duplicate_in_horizon,1980-07-09,10.0,False,True,True
HML,1981-08-24,false_positive,too_early_to_attribute,1986-06-12,1214.0,False,False,False
HML,1981-09-15,false_positive,too_early_to_attribute,1986-06-12,1199.0,False,False,False
HML,1982-05-24,false_positive,too_early_to_attribute,1986-06-12,1025.0,False,False,False
HML,1983-06-28,false_positive,too_early_to_attribute,1986-06-12,747.0,False,False,False
HML,1983-07-27,false_positive,too_early_to_attribute,1986-06-12,727.0,False,False,False
HML,1983-11-08,false_positive,too_early_to_attribute,1986-06-12,654.0,False,False,False
HML,1984-10-29,false_positive,too_early_to_attribute,1986-06-12,408.0,False,False,False
HML,1986-07-07,false_positive,too_early_to_attribute,1989-11-08,847.0,False,False,False
HML,1987-09-02,false_positive,too_early_to_attribute,1989-11-08,553.0,False,False,False
HML,1987-09-29,false_positive,too_early_to_attribute,1989-11-08,535.0,False,False,False
HML,1987-10-20,false_positive,too_early_to_attribute,1989-11-08,520.0,False,False,False
HML,1989-04-07,false_positive,extended_early_warning,1989-11-08,150.0,False,False,True
HML,1989-10-13,true_positive,true_positive,1989-11-08,18.0,False,True,True
HML,1991-01-09,false_positive,too_early_to_attribute,1998-12-22,2011.0,False,False,False
HML,1991-11-15,false_positive,too_early_to_attribute,1998-12-22,1794.0,False,False,False
HML,1992-01-16,false_positive,too_early_to_attribute,1998-12-22,1753.0,False,False,False
HML,1992-04-14,false_positive,too_early_to_attribute,1998-12-22,1691.0,False,False,False
HML,1992-09-25,false_positive,too_early_to_attribute,1998-12-22,1577.0,False,False,False
HML,1993-02-22,false_positive,too_early_to_attribute,1998-12-22,1475.0,False,False,False
HML,1994-11-23,false_positive,too_early_to_attribute,1998-12-22,1030.0,False,False,False
HML,1996-04-02,false_positive,too_early_to_attribute,1998-12-22,688.0,False,False,False
HML,1996-04-26,false_positive,too_early_to_attribute,1998-12-22,671.0,False,False,False
HML,1996-07-11,false_positive,too_early_to_attribute,1998-12-22,619.0,False,False,False
HML,1996-10-09,false_positive,too_early_to_attribute,1998-12-22,556.0,False,False,False
HML,1997-10-27,false_positive,too_early_to_attribute,1998-12-22,291.0,False,False,False
HML,1999-04-19,true_positive,true_positive,1999-10-01,116.0,False,True,True
HML,2001-02-06,false_positive,too_early_to_attribute,2007-07-05,1609.0,False,False,False
HML,2001-06-27,false_positive,too_early_to_attribute,2007-07-05,1511.0,False,False,False
HML,2002-05-08,false_positive,too_early_to_attribute,2007-07-05,1298.0,False,False,False
HML,2002-09-26,false_positive,too_early_to_attribute,2007-07-05,1200.0,False,False,False
HML,2003-10-15,false_positive,too_early_to_attribute,2007-07-05,935.0,False,False,False
HML,2005-01-03,false_positive,too_early_to_attribute,2007-07-05,629.0,False,False,False
HML,2006-02-02,false_positive,too_early_to_attribute,2007-07-05,356.0,False,False,False
HML,2006-03-03,false_positive,too_early_to_attribute,2007-07-05,336.0,False,False,False
HML,2006-04-03,false_positive,too_early_to_attribute,2007-07-05,315.0,False,False,False
HML,2006-05-09,false_positive,too_early_to_attribute,2007-07-05,290.0,False,False,False
HML,2007-05-15,true_positive,true_positive,2007-07-05,35.0,False,True,True
HML,2007-08-10,false_positive,post_collapse_warning,2007-07-05,0.0,True,False,False
HML,2008-07-08,false_positive,terminal_false_positive,,,False,False,False
HML,2008-07-16,false_positive,terminal_false_positive,,,False,False,False
HML,2010-04-16,false_positive,terminal_false_positive,,,False,False,False
HML,2011-08-08,false_positive,terminal_false_positive,,,False,False,False
HML,2012-08-15,false_positive,terminal_false_positive,,,False,False,False
HML,2012-08-31,false_positive,terminal_false_positive,,,False,False,False
HML,2012-10-10,false_positive,terminal_false_positive,,,False,False,False
HML,2012-11-07,false_positive,terminal_false_positive,,,False,False,False
HML,2014-07-14,false_positive,terminal_false_positive,,,False,False,False
HML,2014-07-23,false_positive,terminal_false_positive,,,False,False,False
HML,2014-08-14,false_positive,terminal_false_positive,,,False,False,False
HML,2014-09-02,false_positive,terminal_false_positive,,,False,False,False
HML,2014-10-15,false_positive,terminal_false_positive,,,False,False,False
HML,2015-08-06,false_positive,terminal_false_positive,,,False,False,False
HML,2016-11-10,false_positive,terminal_false_positive,,,False,False,False
HML,2017-06-09,false_positive,terminal_false_positive,,,False,False,False
HML,2019-09-09,false_positive,terminal_false_positive,,,False,False,False
HML,2020-03-09,false_positive,terminal_false_positive,,,False,False,False
HML,2022-09-21,false_positive,terminal_false_positive,,,False,False,False
HML,2022-11-10,false_positive,terminal_false_positive,,,False,False,False
HML,2022-12-27,false_positive,terminal_false_positive,,,False,False,False
HML,2023-03-13,false_positive,terminal_false_positive,,,False,False,False
HML,2023-05-15,false_positive,terminal_false_positive,,,False,False,False
HML,2024-07-17,false_positive,terminal_false_positive,,,False,False,False
HML,2024-11-06,false_positive,terminal_false_positive,,,False,False,False
HML,2025-06-26,false_positive,terminal_false_positive,,,False,False,False
MKT_RF,1965-04-05,false_positive,too_early_to_attribute,1969-11-24,1141.0,False,False,False
MKT_RF,1965-06-30,false_positive,too_early_to_attribute,1969-11-24,1081.0,False,False,False
MKT_RF,1965-09-07,false_positive,too_early_to_attribute,1969-11-24,1034.0,False,False,False
MKT_RF,1966-12-21,false_positive,too_early_to_attribute,1969-11-24,708.0,False,False,False
MKT_RF,1967-07-07,false_positive,too_early_to_attribute,1969-11-24,572.0,False,False,False
MKT_RF,1970-05-04,false_positive,post_collapse_warning,1970-04-22,0.0,True,False,False
MKT_RF,1970-05-27,false_positive,post_collapse_warning,1970-04-22,0.0,True,False,False
MKT_RF,1971-08-16,false_positive,too_early_to_attribute,1981-09-17,2548.0,False,False,False
MKT_RF,1971-11-10,false_positive,too_early_to_attribute,1981-09-17,2487.0,False,False,False
MKT_RF,1973-11-19,false_positive,too_early_to_attribute,1981-09-17,1977.0,False,False,False
MKT_RF,1974-07-12,false_positive,too_early_to_attribute,1981-09-17,1815.0,False,False,False
MKT_RF,1975-12-30,false_positive,too_early_to_attribute,1981-09-17,1444.0,False,False,False
MKT_RF,1976-08-09,false_positive,too_early_to_attribute,1981-09-17,1290.0,False,False,False
MKT_RF,1977-07-27,false_positive,too_early_to_attribute,1981-09-17,1047.0,False,False,False
MKT_RF,1977-09-28,false_positive,too_early_to_attribute,1981-09-17,1003.0,False,False,False
MKT_RF,1978-08-23,false_positive,too_early_to_attribute,1981-09-17,775.0,False,False,False
MKT_RF,1978-11-01,false_positive,too_early_to_attribute,1981-09-17,726.0,False,False,False
MKT_RF,1979-10-09,false_positive,too_early_to_attribute,1981-09-17,490.0,False,False,False
MKT_RF,1981-08-24,true_positive,true_positive,1981-09-17,17.0,False,True,True
MKT_RF,1982-01-28,true_positive,true_positive,1982-02-22,16.0,False,True,True
MKT_RF,1982-03-02,true_positive,true_positive,1982-05-24,58.0,False,True,True
MKT_RF,1982-08-17,false_positive,too_early_to_attribute,1990-08-17,2024.0,False,False,False
MKT_RF,1984-02-09,false_positive,too_early_to_attribute,1990-08-17,1648.0,False,False,False
MKT_RF,1984-02-23,false_positive,too_early_to_attribute,1990-08-17,1639.0,False,False,False
MKT_RF,1984-08-02,false_positive,too_early_to_attribute,1990-08-17,1527.0,False,False,False
MKT_RF,1984-10-30,false_positive,too_early_to_attribute,1990-08-17,1465.0,False,False,False
MKT_RF,1984-12-18,false_positive,too_early_to_attribute,1990-08-17,1431.0,False,False,False
MKT_RF,1986-01-08,false_positive,too_early_to_attribute,1990-08-17,1166.0,False,False,False
MKT_RF,1986-03-20,false_positive,too_early_to_attribute,1990-08-17,1116.0,False,False,False
MKT_RF,1986-07-07,false_positive,too_early_to_attribute,1990-08-17,1042.0,False,False,False
MKT_RF,1986-07-22,false_positive,too_early_to_attribute,1990-08-17,1031.0,False,False,False
MKT_RF,1986-09-11,false_positive,too_early_to_attribute,1990-08-17,995.0,False,False,False
MKT_RF,1986-12-01,false_positive,too_early_to_attribute,1990-08-17,939.0,False,False,False
MKT_RF,1987-10-19,false_positive,too_early_to_attribute,1990-08-17,716.0,False,False,False
MKT_RF,1989-10-13,false_positive,extended_early_warning,1990-08-17,213.0,False,False,True
MKT_RF,1991-08-21,false_positive,too_early_to_attribute,2000-12-14,2355.0,False,False,False
MKT_RF,1991-11-04,false_positive,too_early_to_attribute,2000-12-14,2303.0,False,False,False
MKT_RF,1991-11-15,false_positive,too_early_to_attribute,2000-12-14,2294.0,False,False,False
MKT_RF,1993-02-16,false_positive,too_early_to_attribute,2000-12-14,1979.0,False,False,False
MKT_RF,1994-02-04,false_positive,too_early_to_attribute,2000-12-14,1732.0,False,False,False
MKT_RF,1994-03-15,false_positive,too_early_to_attribute,2000-12-14,1706.0,False,False,False
MKT_RF,1995-09-25,false_positive,too_early_to_attribute,2000-12-14,1320.0,False,False,False
MKT_RF,1996-03-08,false_positive,too_early_to_attribute,2000-12-14,1205.0,False,False,False
MKT_RF,1996-05-21,false_positive,too_early_to_attribute,2000-12-14,1154.0,False,False,False
MKT_RF,1997-10-27,false_positive,too_early_to_attribute,2000-12-14,791.0,False,False,False
MKT_RF,1999-12-20,false_positive,extended_early_warning,2000-12-14,250.0,False,False,True
MKT_RF,2000-04-14,false_positive,extended_early_warning,2000-12-14,169.0,False,False,True
MKT_RF,2001-09-17,false_positive,post_collapse_warning,2001-06-04,0.0,True,False,False
MKT_RF,2004-08-11,false_positive,too_early_to_attribute,2008-05-21,951.0,False,False,False
MKT_RF,2005-10-26,false_positive,too_early_to_attribute,2008-05-21,645.0,False,False,False
MKT_RF,2005-12-13,false_positive,too_early_to_attribute,2008-05-21,612.0,False,False,False
MKT_RF,2006-12-20,false_positive,too_early_to_attribute,2008-05-21,355.0,False,False,False
MKT_RF,2007-01-16,false_positive,too_early_to_attribute,2008-05-21,340.0,False,False,False
MKT_RF,2007-02-08,false_positive,too_early_to_attribute,2008-05-21,323.0,False,False,False
MKT_RF,2007-02-27,false_positive,too_early_to_attribute,2008-05-21,311.0,False,False,False
MKT_RF,2008-05-30,true_positive,true_positive,2008-09-09,70.0,False,True,True
MKT_RF,2008-09-29,true_positive,true_positive,2009-02-25,102.0,False,True,True
MKT_RF,2010-03-02,false_positive,too_early_to_attribute,2016-01-15,1480.0,False,False,False
MKT_RF,2011-02-28,false_positive,too_early_to_attribute,2016-01-15,1229.0,False,False,False
MKT_RF,2011-08-04,false_positive,too_early_to_attribute,2016-01-15,1119.0,False,False,False
MKT_RF,2012-02-27,false_positive,too_early_to_attribute,2016-01-15,978.0,False,False,False
MKT_RF,2013-03-22,false_positive,too_early_to_attribute,2016-01-15,710.0,False,False,False
MKT_RF,2013-04-15,false_positive,too_early_to_attribute,2016-01-15,695.0,False,False,False
MKT_RF,2014-07-07,false_positive,too_early_to_attribute,2016-01-15,386.0,False,False,False
MKT_RF,2014-08-19,false_positive,too_early_to_attribute,2016-01-15,355.0,False,False,False
MKT_RF,2015-08-24,true_positive,true_positive,2016-01-15,100.0,False,True,True
MKT_RF,2016-06-24,false_positive,terminal_false_positive,,,False,False,False
MKT_RF,2018-02-05,false_positive,terminal_false_positive,,,False,False,False
MKT_RF,2018-10-10,false_positive,terminal_false_positive,,,False,False,False
MKT_RF,2019-03-20,false_positive,terminal_false_positive,,,False,False,False
MKT_RF,2020-02-24,false_positive,terminal_false_positive,,,False,False,False
MKT_RF,2020-07-31,false_positive,terminal_false_positive,,,False,False,False
MKT_RF,2022-11-10,false_positive,terminal_false_positive,,,False,False,False
MKT_RF,2024-02-06,false_positive,terminal_false_positive,,,False,False,False
MKT_RF,2024-07-24,false_positive,terminal_false_positive,,,False,False,False
MKT_RF,2024-11-13,false_positive,terminal_false_positive,,,False,False,False
MKT_RF,2024-11-21,false_positive,terminal_false_positive,,,False,False,False
MKT_RF,2025-04-04,false_positive,terminal_false_positive,,,False,False,False
MKT_RF,2025-06-09,false_positive,terminal_false_positive,,,False,False,False
MOM,1965-02-26,false_positive,too_early_to_attribute,1971-02-01,1467.0,False,False,False
MOM,1966-08-16,false_positive,too_early_to_attribute,1971-02-01,1096.0,False,False,False
MOM,1967-01-03,false_positive,too_early_to_attribute,1971-02-01,1001.0,False,False,False
MOM,1968-05-15,false_positive,too_early_to_attribute,1971-02-01,658.0,False,False,False
MOM,1969-10-13,false_positive,too_early_to_attribute,1971-02-01,330.0,False,False,False
MOM,1970-01-02,false_positive,too_early_to_attribute,1971-02-01,274.0,False,False,False
MOM,1970-05-27,false_positive,extended_early_warning,1971-02-01,173.0,False,False,True
MOM,1971-08-23,false_positive,too_early_to_attribute,1975-12-03,1081.0,False,False,False
MOM,1972-12-14,false_positive,too_early_to_attribute,1975-12-03,748.0,False,False,False
MOM,1973-02-28,false_positive,too_early_to_attribute,1975-12-03,699.0,False,False,False
MOM,1973-04-24,false_positive,too_early_to_attribute,1975-12-03,661.0,False,False,False
MOM,1973-07-11,false_positive,too_early_to_attribute,1975-12-03,607.0,False,False,False
